id,legal_name,doing_business_as_name,address,state,city,zip_code,ward,precinct,ward_precinct,police_district,latitude,longitude,location,location_precise,business_activity_array,business_activity_id_array,standardized_activities_array,osm_vicinity,osm_matched,osm_name,osm_activities,google_matched,name,google_address,website,phone_number,business_status
2797623-20210722,CHAROEN CORP.,88EGGS,4943 N DAMEN AVE 1,IL,CHICAGO,60625,40.0,,40-,,41.971856201,-87.67913255,"(41.9718562, -87.6791326)","(41.971856201052205, -87.67913255021972)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,True,Eighty Eight Eggs Chicago,4943 N Damen Ave,http://www.eightyeighteggs.com/,+1 773-564-9358,OPERATIONAL
26824-20220816,BRISTOL LIQUORS INC,BRISTOL LIQUORS INC,5201-5207 W BELMONT AVE 1ST,IL,CHICAGO,60641,31.0,9.0,31-9,25.0,41.938589186,-87.756810045,"(41.9385892, -87.75681)","(41.93858918622007, -87.75681004516909)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco', 'Retail Sales of Packaged Liquor')","('763, 774, 77',)","('food', 'tobacco', 'liquor_store')",False,False,False,False,True,Bristol Deli & Liquors,5207 W Belmont Ave,,+1 773-545-6097,OPERATIONAL
2642206-20210216,HELEN ROMAN,R & H DENTAL LAB,4607 N ELSTON AVE,IL,CHICAGO,60630,39.0,6.0,39-6,17.0,41.964816086,-87.735126993,"(41.9648161, -87.735127)","(41.96481608585417, -87.73512699322443)","('Miscellaneous Manufacturing',)","('929',)","('manufacturing',)",False,False,False,False,False,,,,,
2451780-20220416,VENUS CABARET LLC,VENUS DINNER THEATER,3741 N SOUTHPORT AVE 1ST,IL,CHICAGO,60613,44.0,25.0,44-25,19.0,41.950075931,-87.663953259,"(41.9500759, -87.6639533)","(41.95007593145458, -87.66395325868989)","('Preparation of Food and Dining on Premise With Seating', 'Consumption of Liquor on Premises', 'Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee')","('746, 638, 73',)","('restaurant', 'bar', 'amusement')",False,False,False,False,True,Venus Cabaret Theater,3741 N Southport Ave,https://www.mercurytheaterchicago.com/venus-cabaret-theater-1,,OPERATIONAL
2863600-20220816,"OCEAN TOMO, LLC",OCEAN TOMO,200 W MADISON ST  1020,IL,CHICAGO,60606,42.0,,42-,,41.88205499,-87.633899901,"(41.882055, -87.6338999)","(41.88205498997484, -87.63389990116276)","('Business and Management Consulting',)","('619',)","('business_consulting',)",False,False,False,False,True,"Ocean Tomo, LLC",200 W Madison St,http://www.oceantomo.com/,+1 312-327-4400,OPERATIONAL
2827358-20220215,"FIRENZE BUCKTOWN, LLC",FIRENZE ITALIAN STREET FOOD,2121 W DIVISION ST FIRST FLOOR WEST STORE,IL,CHICAGO,60622,2.0,,2-,,41.903022486,-87.680575885,"(41.9030225, -87.6805759)","(41.90302248623744, -87.6805758850818)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",False,False,False,False,False,,,,,
2757121-20220916,ANEL GARCIA-FLORES,LOS DEL FUERTE BOOTS,4100 S ASHLAND AVE,IL,CHICAGO,60609,12.0,,12-,,41.819441426,-87.665375545,"(41.8194414, -87.6653755)","(41.81944142629576, -87.6653755449091)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,False,,,,,
2240917-20210516,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL #1979,1522 E 53RD ST 1ST,IL,CHICAGO,60615,4.0,47.0,4-47,2.0,41.799660793,-87.588198251,"(41.7996608, -87.5881983)","(41.79966079322186, -87.58819825147138)","('Consumption of Liquor on Premises', 'Preparation of Food and Dining on Premise With Seating', 'Sale of Liquor Outdoors on Private Property')","('784, 638, 73',)","('bar', 'restaurant', 'liquor_store')",9001944843,True,Chipotle,['fast_food'],True,Chipotle Mexican Grill, 53rd St,https://locations.chipotle.com/il/chicago/1522-e-53rd-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,+1 773-347-0008,OPERATIONAL
2233265-20220316,MARTINI BROS INC.,Hush Chicago,311 W CHICAGO AVE 1,IL,CHICAGO,60654,42.0,15.0,42-15,18.0,41.896456858,-87.636181173,"(41.8964569, -87.6361812)","(41.89645685790188, -87.63618117278183)","('Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday', 'Preparation of Food and Dining on Premise With Seating', 'Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee', 'Consumption of Liquor on Premises', 'Sale of Liquor Outdoors on Private Property')","('746, 784, 785, 638, 73',)","('liquor_store', 'restaurant', 'amusement', 'bar', 'liquor_store')",5457984148,True,Farmhouse Chicago,['restaurant'],True,Hush Chi,311 W Chicago Ave,https://www.hush-chi.com/,+1 312-846-1220,OPERATIONAL
2812858-20211012,DENNIS HAWKINS,DENNIS HAWKINS,6833 S CRANDON AVE 2,IL,CHICAGO,60649,5.0,,5-,,41.770898579,-87.569757634,"(41.7708986, -87.5697576)","(41.77089857918299, -87.56975763355751)","('Shared Housing Operator - Host of More Than One Shared Housing Unit',)","('981',)","('food',)",False,False,False,False,False,,,,,
2496186-20201116,ROD N LIQUIDATION INC.,ROD N LIQUIDATION INC.,1515 W 87TH ST 1ST,IL,CHICAGO,60620,21.0,38.0,21-38,22.0,41.735705994,-87.661329808,"(41.735706, -87.6613298)","(41.735705993871186, -87.66132980786908)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,Rod N Liquidation inc.,1515 W 87th St,http://rodnliquidation.com/,+1 773-649-1980,OPERATIONAL
2665340-20210916,DOMINGUEZ TRUCK REPAIR INC.,DOMINGUEZ TRUCK REPAIR,4056 W 54TH ST,IL,CHICAGO,60632,23.0,26.0,23-26,8.0,41.795142123,-87.725525895,"(41.7951421, -87.7255259)","(41.79514212269335, -87.7255258946432)","('Storage or Use of Hazardous Materials On Site MVR', 'Motor Vehicle Repair -  Engine and Transmission Work')","('712, 81',)","('',)",False,False,False,False,False,,,,,
2818488-20211112,REECE DILLARD JR.,REECE DILLARD SIGNS AND GRAPHICS,560 N LARAMIE AVE  1,IL,CHICAGO,60644,37.0,11.0,37-11,15.0,41.890736529,-87.755592331,"(41.8907365, -87.7555923)","(41.890736528582956, -87.75559233115577)","('Graphic Design Home Based Business',)","('667',)","('',)",False,False,False,False,False,,,,,
2663584-20210516,NPS EXPRESS INC.,NPS EXPRESS INC.,3106 S HOMAN AVE,IL,CHICAGO,60623,22.0,15.0,22-15,10.0,41.836981478,-87.709870011,"(41.8369815, -87.70987)","(41.836981478337265, -87.70987001067607)","('Storage or Use of Hazardous Materials On Site MVR', 'Motor Vehicle Repair -  Engine and Transmission Work', 'Motor Vehicle Repair - Engine and Body Work')","('712, 818, 71',)","('car_repair',)",False,False,False,False,True,NPS Express Inc.,3104 S Homan Ave,http://www.expressnps.com/,+1 224-410-2155,OPERATIONAL
2641624-20210216,JUAN ANTONIO ESQUIVEL,ANTONIO'S HARDWOOD FLOORING,5246 N LIANO AVE,IL,CHICAGO,60630,45.0,35.0,45-35,16.0,41.977174949,-87.761229637,"(41.9771749, -87.7612296)","(41.97717494926977, -87.76122963714444)","('Home Repair Services Home Based Business',)","('674',)","('',)",False,False,False,False,True,antonio's hardwood flooring,5246 N Liano Ave,http://www.antonioshad.com/,+1 773-419-3156,OPERATIONAL
2535856-20210916,GLAM BY JESSY LLC,GLAM BY JESSY LLC,3360 W PETERSON AVE GROUND C-D,IL,CHICAGO,60659,50.0,25.0,50-25,17.0,41.990433086,-87.713925663,"(41.9904331, -87.7139257)","(41.99043308571075, -87.7139256633381)","('Hair, Nail, and Skin Care Services',)","('144',)","('beauty_salon',)",False,False,False,False,True,Glam By Jessy,3360 W Peterson Ave,http://www.glambyjessy.com/,+1 773-754-0803,OPERATIONAL
2744478-20211216,"TORTAZO OPERATING COMPANY, LLC",Tortas Frontera KU - RN,449 N CLARK ST  205,IL,CHICAGO,60654,42.0,,42-,,41.89071401,-87.630956439,"(41.890714, -87.6309564)","(41.8907140098172, -87.6309564388248)","('Shared Kitchen User - Long Term',)","('804',)","('food',)",False,False,False,False,True,Frontera Grill,445 N Clark St,http://www.rickbayless.com/restaurants/frontera-grill/,+1 312-661-1434,OPERATIONAL
2501239-20201216,65TH FOODS CORP.,65TH FOODS CORP.,6458 S STONY ISLAND AVE 1,IL,CHICAGO,60637,5.0,22.0,5-22,3.0,41.777065227,-87.586480916,"(41.7770652, -87.5864809)","(41.77706522667996, -87.58648091591249)","('Retail Sales of Perishable Foods', 'Retail Sales of General Merchandise and Non-Perishable Food')","('775, 76',)","('food', 'store')",False,False,False,False,False,,,,,
2594832-20220516,CABRERA AUTO SERVICES LLC,CABRERA AUTO SERVICES,2200 - 2206 N CENTRAL AVE,IL,CHICAGO,60639,36.0,21.0,36-21,25.0,41.920498272,-87.766005434,"(41.9204983, -87.7660054)","(41.9204982721057, -87.76600543365998)","('Motor Vehicle Repair -  Engine and Transmission Work',)","('712',)","('',)",False,False,False,False,True,Cabrera auto services,2200 N Central Ave,,+1 773-413-7713,OPERATIONAL
2817382-20211206,AFM MATTRESS COMPANY LLC,American Mattress,4801 W IRVING PARK RD,IL,CHICAGO,60641,45.0,,45-,,41.953304984,-87.747426866,"(41.953305, -87.7474269)","(41.953304984321484, -87.74742686569502)","('Sale of Furniture',)","('900',)","('furniture_store',)",False,False,False,False,True,American Mattress,4801 W Irving Park Rd,https://www.americanmattress.com/,+1 773-943-6104,OPERATIONAL
2862407-20220902,HERZAR LLC,THE TAMALE SPACESHIP,2296 S BLUE ISLAND AVE 1,IL,CHICAGO,60608,25.0,15.0,25-15,10.0,41.85058668,-87.670745488,"(41.8505867, -87.6707455)","(41.85058668017878, -87.67074548829262)","('Sale of Food Prepared Onsite Without Dining Area', 'Catering of Liquor To Events')","('630, 78',)","('meal_takeaway', 'liquor_catering')",False,False,False,False,True,The Tamale Spaceship,2296 S Blue Island Ave,http://www.thetamalespaceship.com/,+1 773-630-9665,OPERATIONAL
2583177-20201216,"PINK LILY, INC.",RUK SUSHI & THAI,5419 W DEVON AVE 1ST,IL,CHICAGO,60646,39.0,44.0,39-44,16.0,41.997219187,-87.76455465,"(41.9972192, -87.7645546)","(41.99721918706988, -87.7645546496093)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",6252989759,True,Ruk Sushi & Thai,['restaurant'],True,Ruk Sushi & Thai Edgebrook,5419 W Devon Ave,https://www.ruksushi.com/,+1 773-594-0989,OPERATIONAL
21540-20220316,"TUSCANY RISTORANTE, INC.",TUSCANY RESTAURANT,1014-1018 W TAYLOR ST 1ST,IL,CHICAGO,60607,25.0,7.0,25-7,12.0,41.869608626,-87.651716262,"(41.8696086, -87.6517163)","(41.86960862593537, -87.65171626165753)","('Retail Sales of Perishable Foods', 'Consumption of Liquor on Premises', 'Sale of Liquor Outdoors on Private Property')","('784, 638, 77',)","('food', 'bar', 'liquor_store')",6306885488,True,Tuscany,['restaurant'],True,Tuscany on Taylor,1014 W Taylor St,http://www.tuscanychicago.com/location/chicago/,+1 312-829-1990,OPERATIONAL
2813022-20210923,SK BEAUTY BAR LLC,SK BEAUTY BAR LLC,5652 W ROOSEVELT RD 1ST,IL,CHICAGO,60644,29.0,34.0,29-34,15.0,41.865676894,-87.766478204,"(41.8656769, -87.7664782)","(41.86567689425478, -87.76647820359436)","('Hair Services', 'Retail Sales of General Merchandise')","('904, 89',)","('hair_care', 'store')",False,False,False,False,False,,,,,
2703998-20210316,PATHWAY VET ALLIANCE LLC,Family Pet Animal Hospital,1401 W WEBSTER AVE 1,IL,CHICAGO,60614,2.0,,2-,,41.921510282,-87.663231953,"(41.9215103, -87.663232)","(41.921510282072546, -87.66323195330668)","('Operate a Veterinary Hospital',)","('857',)","('animal_care',)",463772275,True,Family Pet Animal Hospital,['veterinary'],True,"Family Pet Animal Hospital, A Thrive Pet Healthcare Partner",1401 W Webster Ave,https://www.thrivepetcare.com/locations/illinois/chicago/family-pet-animal-hospital?utm_source=google&utm_medium=gmb,+1 773-935-2311,OPERATIONAL
2791520-20210601,"HG MIDWAY, JV",Hudson Nonstop,5700 S CICERO AVE CB-13  TERM B GATE B 1817,IL,CHICAGO,60638,23.0,,23-,,41.789329323,-87.741645644,"(41.7893293, -87.7416456)","(41.789329323265385, -87.74164564419637)","('Retail Sales of Perishable Foods', 'Retail Sales of General Merchandise')","('904, 77',)","('food', 'store')",False,False,False,False,True,Hudson News Nonstop,5700 S Cicero Ave,http://www.hudsongroup.com/,+1 800-326-7711,OPERATIONAL
2216581-20210816,ASTRO AUTO SERVICE,ASTRO AUTO SERVICE,4956 W BELMONT AVE 1ST,IL,CHICAGO,60641,31.0,14.0,31-14,16.0,41.938875691,-87.751626753,"(41.9388757, -87.7516268)","(41.93887569130003, -87.75162675338302)","('Storage or Use of Hazardous Materials',)","('816',)","('hazardous_materials',)",False,False,False,False,True,Astro Auto Service Inc.,4956 W Belmont Ave,,+1 773-283-8336,OPERATIONAL
2753896-20220916,PIXEL MOSAIC LLC,Pixel Mosaic LLC,2415 W 19TH ST  2B,IL,CHICAGO,60608,28.0,,28-,,41.855601204,-87.686377055,"(41.8556012, -87.6863771)","(41.8556012040335, -87.68637705484942)","('Graphic Design and Consultation',)","('668',)","('art',)",False,False,False,False,False,,,,,
2812969-20211110,F.U.N.D. CONSULTING LLC,none,1165 N CLARK ST 6TH FLOOR 608,IL,CHICAGO,60610,2.0,,2-,,41.903739796,-87.631293179,"(41.9037398, -87.6312932)","(41.90373979649519, -87.63129317946974)","('Business and Management Consulting',)","('619',)","('business_consulting',)",False,False,False,False,False,,,,,
2803777-20210811,ANTHONY L CHANDLER,ANTHONY L CHANDLER,4700 S LAKE PARK AVE  2207,IL,CHICAGO,60615,4.0,22.0,4-22,2.0,41.809534781,-87.592450223,"(41.8095348, -87.5924502)","(41.80953478082604, -87.59245022339383)","('Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way',)","('769',)","('food',)",False,False,False,False,False,,,,,
46665-20220516,"DUNMORE AUTO SALES, INC.",DUNMORE AUTO SALES,7320 S STONY ISLAND AVE,IL,CHICAGO,60649,7.0,19.0,7-19,3.0,41.761734192,-87.586360087,"(41.7617342, -87.5863601)","(41.76173419154443, -87.58636008736542)","('Sales / Car Rental / Lease of Motorized Vehicles',)","('793',)","('',)",False,False,False,False,True,Dunmore Auto Sales,7320 S Stony Is Ave,,+1 773-667-9400,OPERATIONAL
2850221-20220518,"MEGAN THOMPSON CHIROPRACTIC, PLLC",DIVISION CHIROPRACTIC,1630 W DIVISION ST,IL,CHICAGO,60622,1.0,,1-,,41.903435534,-87.668785438,"(41.9034355, -87.6687854)","(41.90343553428924, -87.66878543792943)","('Retail Sales of General Merchandise and Non-Perishable Food',)","('767',)","('store',)",False,False,False,False,True,Division Chiropractic,1630 W Division St,http://divisionchiro.com/,+1 773-276-2801,OPERATIONAL
2647323-20220816,LIDIA M ZUNIGA,PATRICK'S STUDIO,2456 S HAMLIN AVE 1ST,IL,CHICAGO,60623,22.0,13.0,22-13,10.0,41.846310456,-87.7198799,"(41.8463105, -87.7198799)","(41.84631045565215, -87.71987989967286)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Patrick's Hair Studio,2456 S Hamlin Ave,,+1 773-542-9033,OPERATIONAL
1985287-20201216,"DG RETAIL, LLC",DOLLAR GENERAL STORE # 11565,2649 E 79TH ST 1ST,IL,CHICAGO,60649,7.0,7.0,7-7,4.0,41.751713922,-87.559430614,"(41.7517139, -87.5594306)","(41.75171392238672, -87.55943061435629)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Dollar General,2649 E 79th St,https://stores.dollargeneral.com/il/chicago/11565,+1 872-310-3880,OPERATIONAL
2785962-20211116,"BUCKTOWN BOW & MEOW  PET SPA, LLC",Bucktown bow meow pet spa,1823 W NORTH AVE 1 NA,IL,CHICAGO,60622,2.0,,2-,,41.91043542,-87.673565786,"(41.9104354, -87.6735658)","(41.91043542030338, -87.67356578626179)","('Provide Animal Grooming Services', 'Retail Sales of Animal Treats and Animal Food', 'Provide Animal Day Care Services')","('954, 611, 95',)","('animal_care', 'animal_care', 'animal_care')",False,False,False,False,True,Bucktown Bow & Meow pet spa,1823 W North Ave,http://www.bucktownbowmeowpetspa.com/,+1 773-252-7500,OPERATIONAL
54620-20220116,"KEV, LIMITED",HALINA'S PUB,7023 W ARCHER AVE 1ST,IL,CHICAGO,60638,23.0,1.0,23-1,8.0,41.791926718,-87.797481044,"(41.7919267, -87.797481)","(41.791926717837214, -87.79748104362288)","('Tavern - Consumption of Liquor on Premise', 'Retail Sales of Perishable Foods')","('829, 77',)","('bar', 'food')",False,False,False,False,True,Halina's Pub,7023 W Archer Ave,http://halinas-pub.poi.place/,+1 773-424-4578,OPERATIONAL
2548999-20210816,"TKW INVESTMENTS, INC.",SUBWAY 3634,6449 N SHERIDAN RD,IL,CHICAGO,60626,49.0,,49-,,41.999595055,-87.660531792,"(41.9995951, -87.6605318)","(41.99959505548609, -87.66053179154832)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",7317260947,True,Subway,['fast_food'],True,Subway,6449 N Sheridan Rd,https://restaurants.subway.com/united-states/il/chicago/6449-n-sheridan-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=3634&utm_campaign=evergreen-2020&y_source=1_MTQ4OTM5NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 773-274-6800,OPERATIONAL
2813042-20211117,CRISTO REY JESUIT HIGH SCHOOL,CRISTO REY JESUIT HIGH SCHOOL,1852 W 22ND PL 1ST,IL,CHICAGO,60608,25.0,15.0,25-15,10.0,41.85155033,-87.67309404,"(41.8515503, -87.673094)","(41.85155032992463, -87.67309404007565)","('Not-For-Profit Selling Raffles for Prizes of $50 or More',)","('720',)","('not_for_profit',)",False,False,False,False,True,Cristo Rey Jesuit High School,1852 W 22nd Pl,http://cristeros.net/,+1 773-890-6800,OPERATIONAL
2803012-20210727,"NEW PROJECT HANDYMEN, LLC",NEWPROJECTINTS,2959 W 47TH ST FIRST UNIT C,IL,CHICAGO,60629,14.0,,14-,,41.808093321,-87.69894298,"(41.8080933, -87.698943)","(41.808093321373406, -87.69894298003263)","('Motor Vehicle Repair - Engine and Body Work', 'Provide Window Tinting Services')","('1046, 71',)","('car_repair',)",False,False,False,False,True,Starfish,2959 W 47th St,,,OPERATIONAL
2856522-20220712,GREATER BAKING LLC,GREATER BAKING LLC,2300 E 71ST ST,IL,CHICAGO,60649,5.0,,5-,,41.766413507,-87.569744168,"(41.7664135, -87.5697442)","(41.7664135071691, -87.56974416820923)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",False,False,False,False,True,Greater Baking,2300 E 71st St,,+1 847-868-2368,OPERATIONAL
2277799-20210816,WEN MIAO RESTAURANT INC.,ELAINE CHOP SUEY,4512 S DAMEN AVE 1ST B,IL,CHICAGO,60609,12.0,9.0,12-9,9.0,41.810507097,-87.675311639,"(41.8105071, -87.6753116)","(41.8105070967972, -87.67531163872825)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,True,Elaine's Chop Suey Restaurant,4512 S Damen Ave,https://www.elainechopsuey.com/?utm_source=google&utm_medium=website,+1 773-927-4801,OPERATIONAL
2631852-20201116,SANDRA McCLOSKEY,SANDRA McCLOSKEY,5351 N MOBILE AVE,IL,CHICAGO,60630,45.0,25.0,45-25,16.0,41.97896453,-87.784986567,"(41.9789645, -87.7849866)","(41.97896453032515, -87.78498656682345)","('Graphic Design Home Based Business', 'Online Sales Home Based Business', 'Marketing / Advertising / Public Relations Home Based Business')","('722, 667, 70',)","('',)",False,False,False,False,False,,,,,
2850416-20220817,LOLA'S CONEY ISLAND LLC,LOLA'S CONEY ISLAND LLC,135 N KEDZIE AVE,IL,CHICAGO,60612,27.0,26.0,27-26,12.0,41.883905097,-87.706059251,"(41.8839051, -87.7060593)","(41.88390509704504, -87.70605925083947)","('Preparation and Sale of Food ONLY from a Mobile Food Truck Mobile Food Preparer',)","('734',)","('meal_takeaway',)",False,False,False,False,False,,,,,
2391063-20210416,Chicago Literacy Alliance,Chicago Literacy Alliance,641 W LAKE ST TWO 200,IL,CHICAGO,60661,42.0,,42-,,41.88558623,-87.644298362,"(41.8855862, -87.6442984)","(41.88558622964748, -87.64429836198384)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,Chicago Literacy Alliance,641 W Lake St,,+1 312-690-4227,CLOSED_TEMPORARILY
2762252-20201123,Dweller Products LCC,Dweller Products,465 N PARK DR  3601,IL,CHICAGO,60611,42.0,,42-,,41.890520989,-87.619468779,"(41.890521, -87.6194688)","(41.89052098866587, -87.61946877886683)","('Online Sales Home Based Business',)","('722',)","('',)",False,False,False,False,False,,,,,
2663806-20210616,"THE HONEY BAKED HAM COMPANY, LLC",The Honey Baked Ham,8105 S CICERO AVE,IL,CHICAGO,60652,18.0,,18-,,41.745414425,-87.741080515,"(41.7454144, -87.7410805)","(41.745414424717794, -87.74108051492969)","('Sale of Food Prepared Onsite Without Dining Area',)","('782',)","('meal_takeaway',)",False,False,False,False,True,Honey Baked Ham Express,8105 S Cicero Ave,https://www.honeybaked.com/,+1 708-226-1200,CLOSED_TEMPORARILY
